Move Name,Move Type,Move Class,Pokemon Name,Pokemon Type,Pokemon Type2
Iron Tail,Steel,Fast,Servine,Grass,
Iron Tail,Steel,Fast,Seviper,Poison,
Iron Tail,Steel,Fast,Shieldon,Rock,Steel
Iron Tail,Steel,Fast,Steelix,Steel,Ground
Iron Tail,Steel,Fast,Steelix Normal,Steel,Ground
Iron Tail,Steel,Fast,Steelix Purified,Steel,Ground
Iron Tail,Steel,Fast,Steelix Shadow,Steel,Ground
Iron Tail,Steel,Fast,Tyranitar,Rock,Dark
Iron Tail,Steel,Fast,Tyranitar Normal,Rock,Dark
Iron Tail,Steel,Fast,Tyranitar Purified,Rock,Dark
Iron Tail,Steel,Fast,Tyranitar Shadow,Rock,Dark
Karate Chop,Fighting,Fast,Machoke,Fighting,
Karate Chop,Fighting,Fast,Machop,Fighting,
Karate Chop,Fighting,Fast,Magby,Fire,
Karate Chop,Fighting,Fast,Magmar,Fire,
Karate Chop,Fighting,Fast,Magmar Normal,Fire,
Karate Chop,Fighting,Fast,Magmar Purified,Fire,
Karate Chop,Fighting,Fast,Magmar Shadow,Fire,
Karate Chop,Fighting,Fast,Magmortar,Fire,
Karate Chop,Fighting,Fast,Magmortar Normal,Fire,
Karate Chop,Fighting,Fast,Magmortar Purified,Fire,
Karate Chop,Fighting,Fast,Magmortar Shadow,Fire,
Karate Chop,Fighting,Fast,Mankey,Fighting,
Leaf Blade,Grass,Charge,Bellossom,Grass,
Leaf Blade,Grass,Charge,Bellossom Normal,Grass,
Leaf Blade,Grass,Charge,Bellossom Purified,Grass,
Leaf Blade,Grass,Charge,Bellossom Shadow,Grass,
Leaf Blade,Grass,Charge,Farfetchd,Normal,Flying
Leaf Blade,Grass,Charge,Gallade,Psychic,Fighting
Leaf Blade,Grass,Charge,Gallade Normal,Psychic,Fighting
Leaf Blade,Grass,Charge,Gallade Purified,Psychic,Fighting
Leaf Blade,Grass,Charge,Gallade Shadow,Psychic,Fighting
Leaf Blade,Grass,Charge,Grovyle,Grass,
Leaf Blade,Grass,Charge,Leafeon,Grass,
Leaf Blade,Grass,Charge,Leavanny,Bug,Grass
Leaf Blade,Grass,Charge,Nuzleaf,Grass,Dark
Leaf Blade,Grass,Charge,Nuzleaf Normal,Grass,Dark
Leaf Blade,Grass,Charge,Nuzleaf Purified,Grass,Dark
Leaf Blade,Grass,Charge,Nuzleaf Shadow,Grass,Dark
Leaf Blade,Grass,Charge,Sceptile,Grass,
Leaf Blade,Grass,Charge,Shiftry,Grass,Dark
Leaf Blade,Grass,Charge,Shiftry Normal,Grass,Dark
Leaf Blade,Grass,Charge,Shiftry Purified,Grass,Dark
Leaf Blade,Grass,Charge,Shiftry Shadow,Grass,Dark
Leaf Blade,Grass,Charge,Tropius,Grass,Flying
Leaf Blade,Grass,Charge,Victreebel,Grass,Poison
Leaf Blade,Grass,Charge,Victreebel Normal,Grass,Poison
Leaf Blade,Grass,Charge,Victreebel Purified,Grass,Poison
Leaf Blade,Grass,Charge,Victreebel Shadow,Grass,Poison
Leaf Blade,Grass,Charge,Virizion,Grass,Fighting
Leaf Tornado,Grass,Charge,Serperior,Grass,
Leaf Tornado,Grass,Charge,Servine,Grass,
Leaf Tornado,Grass,Charge,Shiftry,Grass,Dark
Leaf Tornado,Grass,Charge,Shiftry Normal,Grass,Dark
Leaf Tornado,Grass,Charge,Shiftry Purified,Grass,Dark
Leaf Tornado,Grass,Charge,Shiftry Shadow,Grass,Dark
Leaf Tornado,Grass,Charge,Victreebel,Grass,Poison
Leaf Tornado,Grass,Charge,Victreebel Normal,Grass,Poison
Leaf Tornado,Grass,Charge,Victreebel Purified,Grass,Poison
Leaf Tornado,Grass,Charge,Victreebel Shadow,Grass,Poison
Lick,Ghost,Fast,Gastly,Ghost,Poison
Lick,Ghost,Fast,Heatmor,Fire,
Lick,Ghost,Fast,Herdier,Normal,
Lick,Ghost,Fast,Kecleon,Normal,
Lick,Ghost,Fast,Lickilicky,Normal,
Lick,Ghost,Fast,Lickitung,Normal,
Lick,Ghost,Fast,Munchlax,Normal,
Lick,Ghost,Fast,Seel,Water,
Lick,Ghost,Fast,Snorlax,Normal,
Lick,Ghost,Fast,Snorlax Normal,Normal,
Lick,Ghost,Fast,Snorlax Purified,Normal,
Lick,Ghost,Fast,Snorlax Shadow,Normal,
Lick,Ghost,Fast,Stoutland,Normal,
Lick,Ghost,Fast,Teddiursa,Normal,
Lock On,Normal,Fast,Porygon Z,Normal,
Lock On,Normal,Fast,Porygon Z Normal,Normal,
Lock On,Normal,Fast,Porygon Z Purified,Normal,
Lock On,Normal,Fast,Porygon Z Shadow,Normal,
Lock On,Normal,Fast,Porygon2,Normal,
Lock On,Normal,Fast,Porygon2 Normal,Normal,
Lock On,Normal,Fast,Porygon2 Purified,Normal,
Lock On,Normal,Fast,Porygon2 Shadow,Normal,
Lock On,Normal,Fast,Regice,Ice,
Lock On,Normal,Fast,Regirock,Rock,
Lock On,Normal,Fast,Registeel,Steel,
Low Kick,Fighting,Fast,Electabuzz,Electric,
Low Kick,Fighting,Fast,Electabuzz Normal,Electric,
Low Kick,Fighting,Fast,Electabuzz Purified,Electric,
Low Kick,Fighting,Fast,Electabuzz Shadow,Electric,
Low Kick,Fighting,Fast,Electivire,Electric,
Low Kick,Fighting,Fast,Electivire Normal,Electric,
Low Kick,Fighting,Fast,Electivire Purified,Electric,
Low Kick,Fighting,Fast,Electivire Shadow,Electric,
Low Kick,Fighting,Fast,Elekid,Electric,
Low Kick,Fighting,Fast,Emboar,Fire,Fighting
Low Kick,Fighting,Fast,Gallade,Psychic,Fighting
Low Kick,Fighting,Fast,Gallade Normal,Psychic,Fighting
Low Kick,Fighting,Fast,Gallade Purified,Psychic,Fighting
Low Kick,Fighting,Fast,Gallade Shadow,Psychic,Fighting
Low Kick,Fighting,Fast,Gurdurr,Fighting,
Low Kick,Fighting,Fast,Hitmonlee,Fighting,
Low Kick,Fighting,Fast,Hitmonlee Normal,Fighting,
Low Kick,Fighting,Fast,Hitmonlee Purified,Fighting,
Low Kick,Fighting,Fast,Hitmonlee Shadow,Fighting,
Low Kick,Fighting,Fast,Kangaskhan,Normal,
Low Kick,Fighting,Fast,Kangaskhan Normal,Normal,
Low Kick,Fighting,Fast,Kangaskhan Purified,Normal,
Low Kick,Fighting,Fast,Kangaskhan Shadow,Normal,
Low Kick,Fighting,Fast,Keldeo Ordinary,Water,Fighting
Low Kick,Fighting,Fast,Keldeo Ordinary,Water,Fighting
Low Kick,Fighting,Fast,Keldeo Resolute,Water,Fighting
Low Kick,Fighting,Fast,Lopunny,Normal,
Low Kick,Fighting,Fast,Machoke,Fighting,
Low Kick,Fighting,Fast,Meloetta Aria,Normal,Psychic
Low Kick,Fighting,Fast,Meloetta Pirouette,Normal,Fighting
Low Kick,Fighting,Fast,Mienfoo,Fighting,
Low Kick,Fighting,Fast,Mienshao,Fighting,
Low Kick,Fighting,Fast,Primeape,Fighting,
Low Kick,Fighting,Fast,Rapidash,Fire,
Low Kick,Fighting,Fast,Sawk,Fighting,
Low Kick,Fighting,Fast,Throh,Fighting,
Low Kick,Fighting,Fast,Timburr,Fighting,
Low Kick,Fighting,Fast,Watchog,Normal,
Low Kick,Fighting,Fast,Zebstrika,Electric,
Low Sweep,Fighting,Charge,Aipom,Normal,
Low Sweep,Fighting,Charge,Ambipom,Normal,
Low Sweep,Fighting,Charge,Croagunk,Poison,Fighting
Low Sweep,Fighting,Charge,Gurdurr,Fighting,
Low Sweep,Fighting,Charge,Hitmonlee,Fighting,
Low Sweep,Fighting,Charge,Hitmonlee Normal,Fighting,
Low Sweep,Fighting,Charge,Hitmonlee Purified,Fighting,
Low Sweep,Fighting,Charge,Hitmonlee Shadow,Fighting,
Low Sweep,Fighting,Charge,Machop,Fighting,
Low Sweep,Fighting,Charge,Makuhita,Fighting,
Low Sweep,Fighting,Charge,Mankey,Fighting,
Low Sweep,Fighting,Charge,Meditite,Fighting,Psychic
Low Sweep,Fighting,Charge,Mew,Psychic,
Low Sweep,Fighting,Charge,Mienfoo,Fighting,
Low Sweep,Fighting,Charge,Monferno,Fire,Fighting
Low Sweep,Fighting,Charge,Monferno Normal,Fire,Fighting
Low Sweep,Fighting,Charge,Monferno Purified,Fire,Fighting
Low Sweep,Fighting,Charge,Monferno Shadow,Fire,Fighting
Low Sweep,Fighting,Charge,Primeape,Fighting,
Low Sweep,Fighting,Charge,Riolu,Fighting,
Low Sweep,Fighting,Charge,Sawk,Fighting,
Low Sweep,Fighting,Charge,Throh,Fighting,
Low Sweep,Fighting,Charge,Timburr,Fighting,
Low Sweep,Fighting,Charge,Tyrogue,Fighting,
Magnet Bomb,Steel,Charge,Genesect,Bug,Steel
Magnet Bomb,Steel,Charge,Genesect Burn,Bug,Steel
Magnet Bomb,Steel,Charge,Genesect Chill,Bug,Steel
Magnet Bomb,Steel,Charge,Genesect Douse,Bug,Steel
Magnet Bomb,Steel,Charge,Genesect Normal,Bug,Steel
Magnet Bomb,Steel,Charge,Genesect Shock,Bug,Steel
Magnet Bomb,Steel,Charge,Magnemite,Electric,Steel
Magnet Bomb,Steel,Charge,Magnemite Normal,Electric,Steel
Magnet Bomb,Steel,Charge,Magnemite Purified,Electric,Steel
Magnet Bomb,Steel,Charge,Magnemite Shadow,Electric,Steel
Magnet Bomb,Steel,Charge,Magneton,Electric,Steel
Magnet Bomb,Steel,Charge,Magneton Normal,Electric,Steel
Magnet Bomb,Steel,Charge,Magneton Purified,Electric,Steel
Magnet Bomb,Steel,Charge,Magneton Shadow,Electric,Steel
Magnet Bomb,Steel,Charge,Probopass,Rock,Steel
Megahorn,Bug,Charge,Absol,Dark,
Megahorn,Bug,Charge,Absol Normal,Dark,
Megahorn,Bug,Charge,Absol Purified,Dark,
Megahorn,Bug,Charge,Absol Shadow,Dark,
Megahorn,Bug,Charge,Ariados,Bug,Poison
Megahorn,Bug,Charge,Bouffalant,Normal,
Megahorn,Bug,Charge,Escavalier,Bug,Steel
Megahorn,Bug,Charge,Heracross,Bug,Fighting
Megahorn,Bug,Charge,Nidoking,Poison,Ground
Megahorn,Bug,Charge,Samurott,Water,
Megahorn,Bug,Charge,Sawsbuck,Normal,Grass
Megahorn,Bug,Charge,Sawsbuck Autumn,Normal,Grass
Megahorn,Bug,Charge,Sawsbuck Spring,Normal,Grass
Megahorn,Bug,Charge,Sawsbuck Summer,Normal,Grass
Megahorn,Bug,Charge,Sawsbuck Winter,Normal,Grass
Megahorn,Bug,Charge,Scolipede,Bug,Poison
Megahorn,Bug,Charge,Seaking,Water,
Megahorn,Bug,Charge,Stantler,Normal,
Megahorn,Bug,Charge,Stantler Normal,Normal,
Megahorn,Bug,Charge,Stantler Purified,Normal,
Megahorn,Bug,Charge,Stantler Shadow,Normal,
Metal Claw,Steel,Fast,Aron,Steel,Rock
Metal Claw,Steel,Fast,Bisharp,Dark,Steel
Metal Claw,Steel,Fast,Cobalion,Steel,Fighting
Metal Claw,Steel,Fast,Dialga,Steel,Dragon
Metal Claw,Steel,Fast,Diglett Alola,Ground,Steel
Metal Claw,Steel,Fast,Dugtrio Alola,Ground,Steel
Metal Claw,Steel,Fast,Durant,Bug,Steel
Metal Claw,Steel,Fast,Empoleon,Water,Steel
Metal Claw,Steel,Fast,Excadrill,Ground,Steel
Metal Claw,Steel,Fast,Ferroseed,Grass,Steel
Metal Claw,Steel,Fast,Ferrothorn,Grass,Steel
Metal Claw,Steel,Fast,Genesect,Bug,Steel
Metal Claw,Steel,Fast,Genesect Burn,Bug,Steel
Metal Claw,Steel,Fast,Genesect Chill,Bug,Steel
Metal Claw,Steel,Fast,Genesect Douse,Bug,Steel
Metal Claw,Steel,Fast,Genesect Normal,Bug,Steel
Metal Claw,Steel,Fast,Genesect Shock,Bug,Steel
Metal Claw,Steel,Fast,Kingler,Water,
Metal Claw,Steel,Fast,Kingler Normal,Water,
Metal Claw,Steel,Fast,Kingler Purified,Water,
Metal Claw,Steel,Fast,Kingler Shadow,Water,
Metal Claw,Steel,Fast,Lairon,Steel,Rock
Metal Claw,Steel,Fast,Metang,Steel,Psychic
Metal Claw,Steel,Fast,Ninjask,Bug,Flying
Metal Claw,Steel,Fast,Prinplup,Water,
Metal Claw,Steel,Fast,Registeel,Steel,
Metal Claw,Steel,Fast,Sandshrew Alola,Ice,Steel
Metal Claw,Steel,Fast,Sandslash,Ground,
Metal Claw,Steel,Fast,Sandslash Alola,Ice,Steel
Metal Claw,Steel,Fast,Sandslash Normal,Ground,
Metal Claw,Steel,Fast,Sandslash Purified,Ground,
Metal Claw,Steel,Fast,Sandslash Shadow,Ground,
Metal Claw,Steel,Fast,Ursaring,Normal,
Meteor Mash,Steel,Charge,Clefable,Fairy,
Mirror Coat,Psychic,Charge,Feebas,Water,
Mirror Coat,Psychic,Charge,Girafarig,Normal,Psychic
Mirror Coat,Psychic,Charge,Grumpig,Psychic,
Mirror Coat,Psychic,Charge,Lileep,Rock,Grass
Mirror Coat,Psychic,Charge,Spoink,Psychic,
Mirror Coat,Psychic,Charge,Wobbuffet,Psychic,
Mirror Coat,Psychic,Charge,Wobbuffet Normal,Psychic,
Mirror Coat,Psychic,Charge,Wobbuffet Purified,Psychic,
Mirror Coat,Psychic,Charge,Wobbuffet Shadow,Psychic,
Mirror Coat,Psychic,Charge,Wynaut,Psychic,
Mirror Shot,Steel,Charge,Ferrothorn,Grass,Steel
Mirror Shot,Steel,Charge,Forretress,Bug,Steel
Mirror Shot,Steel,Charge,Klinklang,Steel,
Mirror Shot,Steel,Charge,Magnezone,Electric,Steel
Mirror Shot,Steel,Charge,Magnezone Normal,Electric,Steel
Mirror Shot,Steel,Charge,Magnezone Purified,Electric,Steel
Mirror Shot,Steel,Charge,Magnezone Shadow,Electric,Steel
Moonblast,Fairy,Charge,Clefable,Fairy,
Moonblast,Fairy,Charge,Clefairy,Fairy,
Moonblast,Fairy,Charge,Cresselia,Psychic,
Moonblast,Fairy,Charge,Gloom,Grass,Poison
Moonblast,Fairy,Charge,Gloom Normal,Grass,Poison
Moonblast,Fairy,Charge,Gloom Purified,Grass,Poison
Moonblast,Fairy,Charge,Gloom Shadow,Grass,Poison
Moonblast,Fairy,Charge,Lunatone,Rock,Psychic
Moonblast,Fairy,Charge,Oddish,Grass,Poison
Moonblast,Fairy,Charge,Oddish Normal,Grass,Poison
Moonblast,Fairy,Charge,Oddish Purified,Grass,Poison
Moonblast,Fairy,Charge,Oddish Shadow,Grass,Poison
Moonblast,Fairy,Charge,Vileplume,Grass,Poison
Moonblast,Fairy,Charge,Vileplume Normal,Grass,Poison
Moonblast,Fairy,Charge,Vileplume Purified,Grass,Poison
Moonblast,Fairy,Charge,Vileplume Shadow,Grass,Poison
Moonblast,Fairy,Charge,Whimsicott,Grass,Fairy
Mud Bomb,Ground,Charge,Barboach,Water,Ground
Mud Bomb,Ground,Charge,Diglett,Ground,
Mud Bomb,Ground,Charge,Diglett Alola,Ground,Steel
Mud Bomb,Ground,Charge,Diglett Normal,Ground,
Mud Bomb,Ground,Charge,Diglett Purified,Ground,
Mud Bomb,Ground,Charge,Diglett Shadow,Ground,
Mud Bomb,Ground,Charge,Dugtrio,Ground,
Mud Bomb,Ground,Charge,Dugtrio Alola,Ground,Steel
Mud Bomb,Ground,Charge,Dugtrio Normal,Ground,
Mud Bomb,Ground,Charge,Dugtrio Purified,Ground,
Mud Bomb,Ground,Charge,Dugtrio Shadow,Ground,
Mud Bomb,Ground,Charge,Grimer,Poison,
Mud Bomb,Ground,Charge,Grimer Normal,Poison,
Mud Bomb,Ground,Charge,Grimer Purified,Poison,
Mud Bomb,Ground,Charge,Grimer Shadow,Poison,
Mud Bomb,Ground,Charge,Marshtomp,Water,Ground
Mud Bomb,Ground,Charge,Marshtomp Normal,Water,Ground
Mud Bomb,Ground,Charge,Marshtomp Purified,Water,Ground
Mud Bomb,Ground,Charge,Marshtomp Shadow,Water,Ground
Mud Bomb,Ground,Charge,Poliwag,Water,
Mud Bomb,Ground,Charge,Poliwag Normal,Water,
Mud Bomb,Ground,Charge,Poliwag Purified,Water,
Mud Bomb,Ground,Charge,Poliwag Shadow,Water,
Mud Bomb,Ground,Charge,Poliwhirl,Water,
Mud Bomb,Ground,Charge,Poliwhirl Normal,Water,
Mud Bomb,Ground,Charge,Poliwhirl Purified,Water,
Mud Bomb,Ground,Charge,Poliwhirl Shadow,Water,
Mud Bomb,Ground,Charge,Shellos,Water,
Mud Bomb,Ground,Charge,Shellos East Sea,Water,
Mud Bomb,Ground,Charge,Shellos West Sea,Water,
Mud Bomb,Ground,Charge,Stunfisk,Ground,Electric
Mud Bomb,Ground,Charge,Toxicroak,Poison,Fighting
Mud Bomb,Ground,Charge,Tympole,Water,
Mud Bomb,Ground,Charge,Whiscash,Water,Ground
Mud Bomb,Ground,Charge,Wooper,Water,Ground
Mud Shot,Ground,Fast,Barboach,Water,Ground
Mud Shot,Ground,Fast,Bouffalant,Normal,
Mud Shot,Ground,Fast,Flygon,Ground,Dragon
Mud Shot,Ground,Fast,Flygon Normal,Ground,Dragon
Mud Shot,Ground,Fast,Flygon Purified,Ground,Dragon
Mud Shot,Ground,Fast,Flygon Shadow,Ground,Dragon
Mud Shot,Ground,Fast,Gabite,Dragon,Ground
Mud Shot,Ground,Fast,Gabite Normal,Dragon,Ground
Mud Shot,Ground,Fast,Gabite Purified,Dragon,Ground
Mud Shot,Ground,Fast,Gabite Shadow,Dragon,Ground
Mud Shot,Ground,Fast,Garchomp,Dragon,Ground
Mud Shot,Ground,Fast,Garchomp Normal,Dragon,Ground
Mud Shot,Ground,Fast,Garchomp Purified,Dragon,Ground
Mud Shot,Ground,Fast,Garchomp Shadow,Dragon,Ground
Mud Shot,Ground,Fast,Gible,Dragon,Ground
Mud Shot,Ground,Fast,Gible Normal,Dragon,Ground
Mud Shot,Ground,Fast,Gible Purified,Dragon,Ground
Mud Shot,Ground,Fast,Gible Shadow,Dragon,Ground
Mud Shot,Ground,Fast,Goldeen,Water,
Mud Shot,Ground,Fast,Groudon,Ground,
Mud Shot,Ground,Fast,Kabuto,Rock,Water
Mud Shot,Ground,Fast,Kabutops,Rock,Water
Mud Shot,Ground,Fast,Krabby,Water,
Mud Shot,Ground,Fast,Krabby Normal,Water,
Mud Shot,Ground,Fast,Krabby Purified,Water,
Mud Shot,Ground,Fast,Krabby Shadow,Water,
Mud Shot,Ground,Fast,Landorus,Ground,Flying
Mud Shot,Ground,Fast,Landorus Incarnate,Ground,Flying
Mud Shot,Ground,Fast,Landorus Therian,Ground,Flying
Mud Shot,Ground,Fast,Marshtomp,Water,Ground
Mud Shot,Ground,Fast,Marshtomp Normal,Water,Ground
Mud Shot,Ground,Fast,Marshtomp Purified,Water,Ground
Mud Shot,Ground,Fast,Marshtomp Shadow,Water,Ground
Mud Shot,Ground,Fast,Octillery,Water,
Mud Shot,Ground,Fast,Omanyte,Rock,Water
Mud Shot,Ground,Fast,Omastar,Rock,Water
Mud Shot,Ground,Fast,Palpitoad,Water,Ground
Mud Shot,Ground,Fast,Politoed,Water,
Mud Shot,Ground,Fast,Politoed Normal,Water,
Mud Shot,Ground,Fast,Politoed Purified,Water,
Mud Shot,Ground,Fast,Politoed Shadow,Water,
Mud Shot,Ground,Fast,Poliwag,Water,
Mud Shot,Ground,Fast,Poliwag Normal,Water,
Mud Shot,Ground,Fast,Poliwag Purified,Water,
Mud Shot,Ground,Fast,Poliwag Shadow,Water,
Mud Shot,Ground,Fast,Poliwhirl,Water,
Mud Shot,Ground,Fast,Poliwhirl Normal,Water,
Mud Shot,Ground,Fast,Poliwhirl Purified,Water,
Mud Shot,Ground,Fast,Poliwhirl Shadow,Water,
Mud Shot,Ground,Fast,Poliwrath,Water,Fighting
Mud Shot,Ground,Fast,Poliwrath Normal,Water,Fighting
Mud Shot,Ground,Fast,Poliwrath Purified,Water,Fighting
Mud Shot,Ground,Fast,Poliwrath Shadow,Water,Fighting
Mud Shot,Ground,Fast,Quagsire,Water,Ground
Mud Shot,Ground,Fast,Remoraid,Water,
Mud Shot,Ground,Fast,Sandshrew,Ground,
Mud Shot,Ground,Fast,Sandshrew Normal,Ground,
Mud Shot,Ground,Fast,Sandshrew Purified,Ground,
Mud Shot,Ground,Fast,Sandshrew Shadow,Ground,
Mud Shot,Ground,Fast,Sandslash,Ground,
Mud Shot,Ground,Fast,Sandslash Normal,Ground,
Mud Shot,Ground,Fast,Sandslash Purified,Ground,
Mud Shot,Ground,Fast,Sandslash Shadow,Ground,
Mud Shot,Ground,Fast,Seismitoad,Water,Ground
Mud Shot,Ground,Fast,Stunfisk,Ground,Electric
Mud Shot,Ground,Fast,Swampert,Water,Ground
Mud Shot,Ground,Fast,Swampert Normal,Water,Ground
Mud Shot,Ground,Fast,Swampert Purified,Water,Ground
Mud Shot,Ground,Fast,Swampert Shadow,Water,Ground
Mud Shot,Ground,Fast,Trapinch,Ground,
Mud Shot,Ground,Fast,Trapinch Normal,Ground,
Mud Shot,Ground,Fast,Trapinch Purified,Ground,
Mud Shot,Ground,Fast,Trapinch Shadow,Ground,
Mud Shot,Ground,Fast,Tympole,Water,
Mud Shot,Ground,Fast,Vibrava,Ground,Dragon
Mud Shot,Ground,Fast,Vibrava Normal,Ground,Dragon
Mud Shot,Ground,Fast,Vibrava Purified,Ground,Dragon
Mud Shot,Ground,Fast,Vibrava Shadow,Ground,Dragon
Mud Shot,Ground,Fast,Whiscash,Water,Ground
Mud Shot,Ground,Fast,Wooper,Water,Ground
Mud Slap,Ground,Fast,Boldore,Rock,
Mud Slap,Ground,Fast,Claydol,Ground,Psychic
Mud Slap,Ground,Fast,Cubone,Ground,
Mud Slap,Ground,Fast,Cubone Normal,Ground,
Mud Slap,Ground,Fast,Cubone Purified,Ground,
Mud Slap,Ground,Fast,Cubone Shadow,Ground,
Mud Slap,Ground,Fast,Diglett,Ground,
Mud Slap,Ground,Fast,Diglett Alola,Ground,Steel
Mud Slap,Ground,Fast,Diglett Normal,Ground,
Mud Slap,Ground,Fast,Diglett Purified,Ground,
Mud Slap,Ground,Fast,Diglett Shadow,Ground,
Mud Slap,Ground,Fast,Donphan,Ground,
Mud Slap,Ground,Fast,Drilbur,Ground,
Mud Slap,Ground,Fast,Dugtrio,Ground,
Mud Slap,Ground,Fast,Dugtrio Alola,Ground,Steel
Mud Slap,Ground,Fast,Dugtrio Normal,Ground,
Mud Slap,Ground,Fast,Dugtrio Purified,Ground,
Mud Slap,Ground,Fast,Dugtrio Shadow,Ground,
Mud Slap,Ground,Fast,Excadrill,Ground,Steel
Mud Slap,Ground,Fast,Gastrodon,Water,Ground
Mud Slap,Ground,Fast,Gastrodon East Sea,Water,Ground
Mud Slap,Ground,Fast,Gastrodon West Sea,Water,Ground
Mud Slap,Ground,Fast,Gigalith,Rock,
Mud Slap,Ground,Fast,Golem,Rock,Ground
Mud Slap,Ground,Fast,Golem Normal,Rock,Ground
Mud Slap,Ground,Fast,Golem Purified,Rock,Ground
Mud Slap,Ground,Fast,Golem Shadow,Rock,Ground
Mud Slap,Ground,Fast,Golett,Ground,Ghost
Mud Slap,Ground,Fast,Golurk,Ground,Ghost
Mud Slap,Ground,Fast,Graveler,Rock,Ground
Mud Slap,Ground,Fast,Graveler Normal,Rock,Ground
Mud Slap,Ground,Fast,Graveler Purified,Rock,Ground
Mud Slap,Ground,Fast,Graveler Shadow,Rock,Ground
Mud Slap,Ground,Fast,Grimer,Poison,
Mud Slap,Ground,Fast,Grimer Normal,Poison,
Mud Slap,Ground,Fast,Grimer Purified,Poison,
Mud Slap,Ground,Fast,Grimer Shadow,Poison,
Mud Slap,Ground,Fast,Kangaskhan,Normal,
Mud Slap,Ground,Fast,Kangaskhan Normal,Normal,
Mud Slap,Ground,Fast,Kangaskhan Purified,Normal,
Mud Slap,Ground,Fast,Kangaskhan Shadow,Normal,
Mud Slap,Ground,Fast,Krokorok,Ground,Dark
Mud Slap,Ground,Fast,Krookodile,Ground,Dark
Mud Slap,Ground,Fast,Mamoswine,Ice,Ground
Mud Slap,Ground,Fast,Marowak,Ground,
Mud Slap,Ground,Fast,Marowak Normal,Ground,
Mud Slap,Ground,Fast,Marowak Purified,Ground,
Mud Slap,Ground,Fast,Marowak Shadow,Ground,
Mud Slap,Ground,Fast,Rhydon,Ground,Rock
Mud Slap,Ground,Fast,Rhydon Normal,Ground,Rock
Mud Slap,Ground,Fast,Rhydon Purified,Ground,Rock
Mud Slap,Ground,Fast,Rhydon Shadow,Ground,Rock
Mud Slap,Ground,Fast,Rhyhorn,Ground,Rock
Mud Slap,Ground,Fast,Rhyhorn Normal,Ground,Rock
Mud Slap,Ground,Fast,Rhyhorn Purified,Ground,Rock
Mud Slap,Ground,Fast,Rhyhorn Shadow,Ground,Rock
Mud Slap,Ground,Fast,Rhyperior,Ground,Rock
Mud Slap,Ground,Fast,Rhyperior Normal,Ground,Rock
Mud Slap,Ground,Fast,Rhyperior Purified,Ground,Rock
Mud Slap,Ground,Fast,Rhyperior Shadow,Ground,Rock
Mud Slap,Ground,Fast,Sandile,Ground,Dark
Mud Slap,Ground,Fast,Shellos,Water,
Mud Slap,Ground,Fast,Shellos East Sea,Water,
Mud Slap,Ground,Fast,Shellos West Sea,Water,
Muddy Water,Water,Charge,Basculin,Water,
Muddy Water,Water,Charge,Basculin Blue Striped,Water,
Muddy Water,Water,Charge,Basculin Red Striped,Water,
Muddy Water,Water,Charge,Seismitoad,Water,Ground
Muddy Water,Water,Charge,Stunfisk,Ground,Electric
Muddy Water,Water,Charge,Swampert,Water,Ground
Muddy Water,Water,Charge,Swampert Normal,Water,Ground
Muddy Water,Water,Charge,Swampert Purified,Water,Ground
Muddy Water,Water,Charge,Swampert Shadow,Water,Ground
Night Shade,Ghost,Charge,Chatot,Normal,Flying
Night Shade,Ghost,Charge,Duosion,Psychic,
Night Shade,Ghost,Charge,Duskull,Ghost,
Night Shade,Ghost,Charge,Duskull Normal,Ghost,
Night Shade,Ghost,Charge,Duskull Purified,Ghost,
Night Shade,Ghost,Charge,Duskull Shadow,Ghost,
Night Shade,Ghost,Charge,Frillish,Water,Ghost
Night Shade,Ghost,Charge,Gastly,Ghost,Poison
Night Shade,Ghost,Charge,Golett,Ground,Ghost
Night Shade,Ghost,Charge,Hoothoot,Normal,Flying
Night Shade,Ghost,Charge,Natu,Psychic,Flying
Night Shade,Ghost,Charge,Noctowl,Normal,Flying
Night Shade,Ghost,Charge,Shuppet,Ghost,
Night Shade,Ghost,Charge,Shuppet Normal,Ghost,
Night Shade,Ghost,Charge,Shuppet Purified,Ghost,
Night Shade,Ghost,Charge,Shuppet Shadow,Ghost,
Night Shade,Ghost,Charge,Solosis,Psychic,
Night Slash,Dark,Charge,Crawdaunt,Water,Dark
Night Slash,Dark,Charge,Cryogonal,Ice,
Night Slash,Dark,Charge,Druddigon,Dragon,
Night Slash,Dark,Charge,Fraxure,Dragon,
Night Slash,Dark,Charge,Gligar,Ground,Flying
Night Slash,Dark,Charge,Gliscor,Ground,Flying
Night Slash,Dark,Charge,Haxorus,Dragon,
Night Slash,Dark,Charge,Meowth,Normal,
Night Slash,Dark,Charge,Meowth Alola,Dark,
Night Slash,Dark,Charge,Meowth Normal,Normal,
Night Slash,Dark,Charge,Meowth Purified,Normal,
Night Slash,Dark,Charge,Meowth Shadow,Normal,
Night Slash,Dark,Charge,Nincada,Bug,Ground
Night Slash,Dark,Charge,Oshawott,Water,
Night Slash,Dark,Charge,Pawniard,Dark,Steel
Night Slash,Dark,Charge,Primeape,Fighting,
Night Slash,Dark,Charge,Purrloin,Dark,
Night Slash,Dark,Charge,Sandshrew Alola,Ice,Steel
Night Slash,Dark,Charge,Scizor,Bug,Steel
Night Slash,Dark,Charge,Scizor Normal,Bug,Steel
